bedrooms,bathrooms,sqft_lot,floors,condition,yr_built,price
4,3.5,2147,2.5,3,2006,690000
4,2.25,15491,2,3,1981,524000
2,2.5,987,2,3,2011,380000
3,1,4080,1,4,1945,357500
3,2,10697,1,3,1994,330000
5,1.75,4750,1,4,1920,635000
9,3,4480,2,3,1918,934000
2,1.75,865,2,3,2005,358500
3,1.5,6867,1,3,1955,401000
3,2,7750,1,3,1992,270000
4,2,6000,1,4,1954,705000
3,2,17071,1,3,1988,325000
3,1,7740,1,4,1909,384950
3,1,9730,1,4,1953,310000
4,2.5,42775,2,3,1992,829950
3,2.5,6021,2,3,2002,353000
2,1,7700,1,3,1981,170500
4,2.5,49658,2,3,1999,885250
4,3.25,7850,2,3,2001,2.70E+06
3,1.5,9126,1,5,1957,245000
3,2.5,1290,3,3,2008,469000
3,1,3550,1.5,3,1927,455000
4,2.5,5959,2,3,2002,305000
7,4.5,37607,1.5,5,1982,840000
5,3.5,10155,2,3,1996,905000
3,2,7000,1.5,4,1968,219200
3,1.5,8004,1,3,1965,455000
2,1,8100,1,3,1940,195000
3,1,4178,2,3,1902,799000
2,1,8155,1,4,1948,285000
3,1.5,15053,1,3,1979,300000
2,1,8580,1,3,1918,83000
2,1,4804,1,4,1928,220000
2,2.5,2689,2,3,1986,174500
4,2.5,10760,2,3,1987,695000
3,1.5,11410,1,3,1959,255000
5,2.25,7245,1,3,1973,539000
2,1,2800,1,3,1925,552700
3,1,6710,1,4,1952,571500
3,1,6561,1,3,1950,263700
8,4,11750,3.5,5,1904,3.30E+06
2,2,1302,2,3,1986,186950
3,1.75,53628,2,3,1985,520000
3,1.5,7194,1,4,1969,358000
2,0.75,49658,1,2,1948,210000
5,3.75,8694,2,3,2007,3.65E+06
4,2.25,8767,2,3,1983,543000
4,2.25,10679,1,3,1960,330000
3,2,3400,1,3,1907,529000
1,1,2500,1,4,1907,295000
3,1,8450,1,3,1962,365000
3,3,1081,3,3,2005,473000
3,1,8004,1,3,1960,403500
3,1.5,8203,1.5,3,1910,544000
3,1,4000,1.5,4,1927,621000
3,2.25,5750,2,3,1908,672600
2,1.75,3125,1,3,1950,689800
3,1.5,4480,1,4,1918,613000
4,2.25,8866,2,4,1987,808000
3,1,9241,1,4,1956,301000
3,1.75,9635,1,4,1987,340000
3,1,8400,1,3,1963,206000
3,1.5,6000,1,4,1960,550000
2,1,4800,1.5,2,1912,325000
3,2.5,7586,2,3,1986,475000
3,1.75,7350,1,3,1976,432100
3,2,7280,1,4,1959,359000
3,1,4800,1,4,1926,490000
4,1.75,7005,1,4,1947,648360
3,1.75,11986,1,5,1918,340000
3,2,8069,1,5,1955,545000
2,0.75,7980,1,3,1952,115000
3,2.25,12350,1,4,1968,705640
3,2.25,1585,2,3,2003,300000
4,2.75,14904,1,4,1949,1.65E+06
4,3.5,4200,2,3,1999,1.14E+06
3,1.75,7410,1.5,5,1944,280000
4,1.75,7650,1,4,1981,245000
4,1,4590,1.5,4,1925,564000
3,1.75,4534,1,5,1954,849000
3,1.75,7447,1,4,1964,698000
3,1,8556,1,3,1971,319000
3,3.5,15720,1,3,2000,1.45E+06
4,3.5,21050,2,5,1992,695000
4,2.75,5310,1,5,1951,680000
4,2.25,12000,2,3,1985,287500
3,3.25,1850,2,3,2001,465000
3,1,14212,1,4,1981,335000
4,1.75,37800,1,4,1981,602000
3,2.5,6545,2,3,2003,482000
5,1,8382,1.5,3,1918,220000
4,2,6025,1,3,1978,206000
4,3,5760,2,3,1954,1.10E+06
3,2.5,3971,2,3,2003,491150
4,2.75,12848,1,3,1975,390000
4,2.5,8091,2,3,1998,393000
4,2,8457,2,3,1992,635000
2,1,5000,1,4,1937,490000
4,3.5,2242,2.5,3,1930,770000
2,2,4590,1.5,5,1906,665000
3,1,26862,1,3,1965,287000
3,1,7020,1,3,1924,410000
3,2,5200,1,5,1925,562000
2,2,54450,2,3,1983,475000
3,3.25,2218,3,3,2001,387500
5,2,10875,1,4,1962,580000
3,2.5,6830,2,3,2000,930000
3,1.75,18893,1,4,1948,625000
3,2,5600,1,3,1999,325000
3,1.75,8712,1,3,1960,235000
2,1,4390,1,4,1931,450000
4,2.75,5650,1.5,5,1909,745000
4,2,8470,1,4,1961,223000
4,1.75,12278,1,3,1937,630000
3,2.5,1614,3,3,2008,413450
5,2.75,5379,2,3,2005,720000
3,1.5,21980,1,4,1973,339000
4,3.5,4000,1.5,3,1919,1.12E+06
5,4,11307,2,3,1996,839000
4,3.25,25470,2,5,1923,2.95E+06
4,2,50233,1,4,1966,568000
3,2,10577,1,3,1994,269000
2,2,2560,1,4,1974,382000
2,2.25,1114,2,3,2009,574000
3,2.5,4697,2,3,2002,405000
3,2.5,9938,1,3,1987,572000
4,2.25,12100,2,4,1976,675000
4,1,7980,1.5,3,1944,165000
4,1,7980,1.5,3,1944,260000
3,1,6719,1,3,1953,196000
3,2.5,12184,2,3,2003,515000
4,3.5,7396,2,3,1979,810000
4,2.25,7700,2,4,1977,365650
3,3,1834,2,3,2002,651000
2,1,6345,1,3,1943,240000
3,2,6007,1,3,2004,299000
3,2.5,10928,2,3,1988,768000
2,1,5072,1,3,1924,397380
4,3,6885,1,3,1945,476000
3,1,5200,1,3,1957,315000
3,2.25,7290,1,3,1980,240000
2,1,4080,1,4,1941,325000
3,1.75,8006,2,3,1990,160000
3,2.5,5100,2,3,2007,435000
3,1.75,16200,1,4,1967,427500
5,2.5,10240,1,4,1984,450000
3,1.5,4880,1.5,3,1928,688000
4,1,3600,1,3,1947,285000
3,3.25,1125,3,3,2006,530000
4,1.75,7694,1,3,1928,195000
3,1.5,7384,1,5,1959,250200
3,2.25,8570,1,5,1977,1.10E+06
3,2.5,10321,2,3,1988,732500
3,2.25,8834,1,3,1987,194250
4,2,8000,1,3,1966,526000
4,2.75,9882,2,3,1958,520000
3,1.75,6125,1,3,1958,526000
5,4,217800,2,3,1992,1.14E+06
2,1,7569,1,4,1950,202000
4,2.5,8622,2,3,2000,645500
1,1,7540,1,4,1905,570000
3,2,9000,1.5,4,1936,325000
2,1,5930,2,3,2007,725000
3,1.75,10361,1,3,1987,192000
2,1,9219,1,4,1960,560000
5,2.75,6116,1,3,1979,283450
4,1.75,5400,1,3,1924,863000
4,2,4800,2,3,1986,815000
2,1,7679,1,5,1942,245000
4,3,10292,1,4,1953,1.32E+06
4,3.5,12305,2,3,1994,1.16E+06
3,2.5,4488,2,3,1999,480000
4,2.5,5593,2,3,2001,600000
2,1,5220,1,4,1956,329950
4,2.5,12085,2,3,1986,299500
3,2.5,5131,1,3,1941,460000
5,3.5,5249,2,3,2000,515000
3,2.25,1245,3,3,2004,405000
4,1.5,3780,1.5,3,1927,483000
4,2.5,11511,2,3,1992,377000
4,1.75,17476,1,3,1956,568000
2,1.75,4600,1,4,1926,355000
4,1.75,3000,1.5,4,1911,640000
4,1,5909,1,3,1947,270000
5,3.5,8193,2,3,2005,559950
4,3,8261,1,3,1969,515000
4,1.75,5712,1,3,1954,352000
3,1.75,9000,1,5,1958,595888
4,2.25,7344,2,3,1977,588000
4,3.25,8580,1,5,1959,1.05E+06
3,1.5,7000,2,3,1983,260000
4,3.5,3600,2,3,2005,1.60E+06
2,1,4800,1,3,1952,380000
2,2.5,6327,1,3,2003,802000
4,3.25,4800,2.5,5,1905,1.33E+06
4,2.75,3600,2,3,1907,710000
3,2.5,77972,2,3,2004,600000
3,1,5355,2,4,1929,707900
2,1,7323,1,3,1982,179950
4,2.5,10489,2,3,1990,683000
3,2,9566,1,3,1995,222400
2,1.5,3408,1,4,1912,517000
3,2.75,5763,1,5,1985,410000
3,1.75,2552,1,4,1952,480000
3,1.75,10428,1.5,5,1974,430000
5,1.75,7500,1,3,1979,439950
4,2.5,8223,2,3,1998,797500
4,1.5,5460,1.5,5,1920,379000
1,1,8667,1.5,1,1918,575000
3,1,11060,1,4,1962,247500
4,2.75,37011,2,3,1984,385000
4,1.75,6909,1,4,1941,423000
3,1.75,5618,1,3,1953,550000
4,1,4329,1.5,3,1927,415000
3,2.25,45535,1,5,1952,693000
2,1,4700,1,5,1910,543000
5,1.75,10246,1,3,1953,465000
3,2.5,2217,2,3,2004,280000
3,1.25,6653,3,3,1992,1.39E+06
6,3,9720,2,3,1972,665000
3,1.75,7314,1,5,1960,237950
4,2.75,10200,1,3,1962,440000
2,1,4700,1,4,1928,618000
3,2.25,4000,1.5,5,1920,572000
3,1.5,4774,1.5,3,1940,725000
3,1,22144,1,4,1970,454000
4,1,10656,1.5,4,1920,535000
3,2.5,7200,1,3,1979,249000
4,2.75,37026,1,4,1961,395000
3,2,6620,1,4,1954,690000
3,1.5,7236,1,4,1928,526500
4,1.5,7220,2,3,1956,325000
3,3,4080,2,5,1948,495000
5,3,8474,2,3,2011,825000
3,1.5,14850,1.5,4,1910,383000
3,1.75,11931,1,3,1954,320000
3,2.5,87117,1,3,1989,475000
3,2.5,6326,2,3,1993,275000
2,2.25,9300,1.5,5,1937,1.15E+06
3,1.75,11371,1,5,1959,455000
5,1,7800,1,3,1962,262000
4,1,4840,1,3,1950,390000
3,2.25,10030,1,4,1985,300000
3,1.75,5721,1,3,1964,746300
3,1.5,8223,1,4,1952,267000
3,2.5,7950,1.5,4,1972,525000
3,1.75,7350,1,3,1977,570000
4,2.25,8100,1,4,1964,360000
3,1,44431,1,4,1947,1.05E+06
3,2.5,4106,2,3,2003,699950
4,2.5,109336,1.5,4,1973,375000
4,1.75,6770,1,4,1924,625000
2,1,2750,1,4,1928,464050
5,2.5,9655,1,3,1976,470000
4,2,9100,1,3,1967,330000
4,1.75,7957,1,4,1967,537000
3,2,32137,1,5,1976,250000
4,2.5,48351,2,3,1986,835000
4,1,3750,1.5,4,1912,770000
4,2,4497,1.5,3,1910,650000
3,1.75,30409,1,3,1953,335000
3,1.75,29597,1,4,1965,350000
5,2.75,8906,1,4,1978,415000
4,2.5,8778,2,4,1977,788000
4,2.75,7379,1.5,4,1915,640000
4,2.5,7155,2,3,1993,388000
6,1.75,10080,1,3,1969,360000
6,1.75,10080,1,3,1969,692500
4,1.5,6180,1.5,3,1946,425000
4,1.5,6180,1.5,3,1946,645000
3,1,8308,1.5,3,1948,340000
4,3.25,54400,1,4,1984,713000
3,2.75,11160,2,3,1994,430000
3,2.25,7210,1,4,1974,280000
3,2,2052,1.5,3,1986,215000
3,2.5,11193,2,3,1984,306000
3,1,8593,1,3,1979,299900
5,1.75,8625,1,3,1959,534000
3,2.75,5572,2,3,1939,1.16E+06
3,2.5,5000,2,5,1942,1.17E+06
2,1,6430,1,3,1935,199990
4,3,9058,1,3,1989,946000
4,1,7800,1.5,3,1947,295000
2,1,5157,1,3,1909,475000
5,3.5,212137,2,3,1994,750000
4,2.5,49456,2,4,1974,1.23E+06
3,1,7520,1,4,1975,183500
2,1,3627,1,4,1924,450000
3,1,5500,1.5,3,1961,180000
5,4.5,21217,2,4,1926,707000
2,0.75,3527,1,3,1939,230000
3,1,9750,1,4,1966,192500
3,2.5,3614,2,3,2005,309000
3,1.5,5800,1,4,1949,759000
4,3.75,14212,2,3,2002,1.12E+06
5,1.75,10530,1,4,1966,462000
4,1.5,22814,1.5,3,1920,229000
2,2.25,1184,2,3,1999,399950
5,2,10532,1,4,1943,325000
2,2.25,1313,3,3,2007,512000
5,2.75,5802,2,3,2006,410000
2,1,5500,1,3,1956,210000
4,2.25,8499,1,4,1975,325000
3,2.5,10175,1,3,1979,685000
2,2,4688,1,3,1944,488000
3,2.25,6000,1,3,1998,247500
4,2,11479,1,4,1940,489000
4,1.75,6000,1,4,1953,725000
3,1.5,10317,1.5,3,1958,199950
5,3,13001,2,3,1973,670000
3,2,10410,1,4,1967,275000
3,1.75,6360,2,3,1924,1.00E+06
3,2,8371,1.5,3,1984,255000
3,1.75,9137,1,3,1960,465000
3,1.75,3604,1,3,2012,259000
3,3.5,4713,2,3,2008,695000
3,1.75,7210,1,3,1976,505000
2,1,2640,1,4,1927,631500
3,1,3600,1.5,3,1926,630500
4,2.75,19168,2,3,1992,999000
3,1.5,4000,1,4,1910,740000
3,2.5,6380,1.5,4,1931,650000
2,2,5580,1,3,2004,554000
3,2.5,214315,1.5,3,1946,400000
3,2,10000,1,4,1961,529941
3,1,3740,1.5,3,1903,310000
3,1,3740,1.5,3,1903,389000
3,3,4972,2,3,2006,731781
2,1,4750,1,3,1946,502501
3,1.75,7950,1,4,1968,443000
3,2,4080,1,5,1921,607000
3,3.5,5500,2,5,1909,2.15E+06
4,2.5,15200,1,3,1975,585000
3,2.5,10500,2,3,1989,1.03E+06
3,2.5,7000,2,3,1993,315000
2,1,5695,1,4,1958,180000
3,2,14200,1,3,1989,322500
3,2.75,7519,1,4,1981,568500
4,2.75,6675,1,4,1948,813000
5,2.25,13068,1,4,1976,1.09E+06
4,2,4857,2,3,1965,424000
2,1,5600,1,3,1903,235000
3,3.5,4000,2,5,1907,740000
1,1,3000,1,3,1900,415000
3,2.75,14925,1,3,1982,432000
5,3.25,35192,2,3,1990,1.27E+06
3,1.75,2446,1,3,1961,676500
2,1,4592,1,4,1943,419000
3,2.5,37042,2,3,1998,650000
2,1,15190,1,4,1954,239000
4,2.5,4372,2,5,1935,900000
5,1.75,7347,1,3,1981,330000
3,1.75,58341,1,3,1982,510000
4,2.5,6000,2,3,2012,465000
3,2.75,18731,2,4,1974,1.70E+06
3,2.25,8588,1,3,1989,490000
5,3,20445,2,4,1985,2.68E+06
3,2.25,52302,1,3,2005,1.00E+06
4,2.75,14178,2,3,1997,469950
3,1.75,5413,1.5,3,1925,536000
4,2.5,19177,1,4,1966,244950
3,1,2400,1,4,1928,575000
5,2.75,7500,1,3,1984,361000
5,2.25,13450,1,5,1957,650000
2,1,6000,1,2,1951,230005
4,2.5,235063,1,3,1973,293000
3,3,24318,1,3,2010,445000
4,1.5,6386,1,3,1954,280000
3,2.25,10855,1,3,1985,520000
4,3.25,40962,2,3,1991,780000
3,1.75,76230,1,4,1978,625000
3,1.75,7200,1,3,1986,239950
3,1.5,6000,1,3,1957,335000
3,2.5,7401,2,3,1989,612000
2,1,8000,1,3,1954,200000
3,1.75,8571,1,4,1985,345000
4,2.5,6440,1,3,1974,520000
4,2.25,4080,2,3,1918,855000
4,1.75,5060,1,3,1950,567500
3,1.5,7247,1,4,1967,208000
3,1.75,16239,1,3,1922,452000
3,3,12183,2,3,1988,555000
5,2.75,8861,1,5,1979,519000
3,2.25,2575,2,3,2013,474950
3,2.25,16418,1,3,1990,419000
2,1,1800,1,3,1909,390000
7,2.25,6890,2,4,1961,539000
4,1.75,21196,1,5,1956,569000
3,1,5000,1.5,3,1922,611000
3,2.5,147856,2,3,2004,760000
3,2,55756,1,5,1954,732000
3,2.5,8343,2,4,1939,1.68E+06
5,2.75,7062,2,3,2014,919950
4,2.5,7563,1,3,1978,400000
4,2.5,21781,2,3,1993,785000
3,2.25,54014,2,4,1964,835000
2,1.75,6750,1,4,1939,640500
4,2.5,9013,2,3,1988,310000
4,1,7215,1.5,3,1969,355000
3,1.75,7313,1,4,1960,685000
3,1,8576,1,3,1943,202500
3,2.5,5817,2,3,1998,540000
4,2.5,4871,2,3,1999,295000
3,1,6612,1.5,3,1927,518000
2,1.75,4023,1,3,2005,250000
2,2,435600,1.5,2,1972,330000
2,1,3880,1,4,1924,481000
3,2.25,12845,1,3,1977,898000
5,1.75,9750,1.5,3,1969,570000
4,2.5,16200,2,3,1997,475000
3,2.5,5250,2,4,1988,265000
3,2.5,17342,2,3,1984,380000
4,2.5,8036,2,4,1987,790000
2,2.25,6110,2,4,1985,620000
4,3.5,9000,2,3,1997,709050
3,1,5100,1,3,1948,296500
3,2.5,35912,2,3,1982,475000
3,2.25,10835,1,4,1976,440000
2,1,6016,1,3,1942,405000
2,1,4000,1,3,1943,269500
5,1.75,5280,1,4,1961,520000
1,1,22000,1,3,1948,229500
4,1.75,10890,1,4,1961,335000
4,2.75,50951,2,3,1998,680000
4,3.5,3900,2,3,2008,1.39E+06
4,2.5,9900,1,3,1961,740000
3,2.25,9990,1,4,1962,270000
4,2,5572,1.5,3,1911,510000
2,1,13700,1,3,1949,300000
5,2.25,10800,1,4,1956,1.30E+06
4,2,5188,1.5,4,1940,675000
6,3.25,14923,2,3,1991,925850
2,1,43560,1,4,1965,255500
3,2.5,17172,2,3,1989,450000
3,1,22652,1,3,1968,280000
4,2.25,8800,2,4,1963,245000
3,1,6712,1,4,1972,344950
3,1.75,7216,1,3,1969,381000
4,4,6900,2,3,2001,1.95E+06
3,1.5,21374,1,1,1955,1.50E+06
3,1.75,11461,2,4,1976,232603
5,2.5,10200,1.5,3,1925,220000
4,1.75,7700,1,5,1977,600000
3,2.5,5754,2,3,1994,239000
3,1.75,9211,1,3,1961,400000
6,2.75,11000,2,3,1931,2.18E+06
3,1,8551,1,5,1953,350000
3,2.5,97138,2,5,1983,562000
3,1.5,8400,1,5,1968,380000
4,1.75,7875,1,3,1927,511200
4,2.5,5000,2,3,2004,680000
3,3.25,941,2,3,2002,350000
5,2.5,184140,1,3,1980,410000
4,2.5,12590,1.5,4,1988,1.05E+06
3,2,3900,1,3,2002,391265
4,2.25,16684,2,3,1979,1.41E+06
3,2,5750,1,5,1956,575000
4,1.5,46173,2,3,1974,316000
3,1,5156,1.5,3,1919,165000
3,2.25,3600,1.5,5,1911,850000
3,1,6000,1,3,1900,210000
4,2.5,9161,1,4,1975,325000
4,2.5,53941,2,3,1989,682000
3,2.5,7508,2,4,1987,430000
3,1.5,8110,1,4,1959,325500
3,1.75,6360,1,3,1954,385000
1,1,1800,1,5,1905,435000
4,1,15520,2,4,1945,550000
3,1,7800,1,4,1930,400000
4,2.75,7350,1,5,1978,503000
4,2.5,5368,2,3,2003,676000
3,1,11055,1.5,4,1959,180000
3,2,5280,1.5,5,1910,234000
4,2.5,5000,1.5,5,1928,734200
3,3.25,66211,2,3,2003,920000
4,2.5,34412,1,4,1950,1.92E+06
3,1.75,10125,1,4,1969,224000
3,2.75,19530,1,3,1947,1.40E+06
3,1,7155,1,4,1961,185000
3,1.75,5000,1.5,5,1900,554600
3,1.75,8009,1,3,1980,268000
4,2.25,8715,1,4,1976,675000
4,2.25,10039,1,4,1967,620000
3,1.75,12446,1,5,1967,396450
5,1.75,9720,1,4,1955,565000
3,1.75,3520,1,3,1966,410000
4,3,6000,1.5,4,1914,1.19E+06
3,2.25,7279,1,4,1984,716125
2,1,111949,1,3,1940,225000
4,2.75,7274,2,3,1986,640000
2,1,5650,1,3,1920,374000
4,2,12161,1,5,1950,415000
4,2.5,35150,1,5,1993,592500
3,2.5,1761,3,3,2003,365000
4,2.5,12753,1,4,1981,600000
4,2.5,39413,2,4,1989,465000
3,1,7560,1,4,1976,254999
4,2.5,8076,2,3,1994,279000
3,2.5,40813,2,3,2001,460000
4,2.25,956,2,3,2005,507000
3,1.75,9788,1,3,1964,291000
2,1.5,1077,2,3,2006,350000
3,1,2490,2,4,1969,90000
3,1.75,7000,1,4,1977,329000
4,2.5,11648,2,3,1986,909000
2,1,5400,1,4,1953,187000
3,1.75,5100,1,3,1909,580000
3,2.5,5992,2,3,2001,345000
4,2.5,7200,2,3,1995,497000
3,1,3060,1.5,3,1904,345000
3,1.75,7350,1,3,1974,313500
3,2.5,7250,2,3,1990,910000
3,1.5,5244,1,3,1959,399950
4,2,6600,1,4,1967,268000
4,1.75,8458,1,3,1954,559000
3,2.25,8755,1,4,1963,309000
3,2.5,4400,2,3,2006,410000
3,1,8625,1,4,1957,259000
5,2,5500,2,4,1909,950000
4,1,7200,1.5,4,1955,320000
4,2.5,30122,1,3,1951,1.15E+06
3,2,10107,1,3,1982,394250
1,1,3876,1,3,1910,315000
2,2,12000,1,3,1943,480000
3,2.5,35440,2,3,1994,556000
3,2.5,5647,2,3,2002,450000
3,1.5,5413,1,3,1946,420000
6,3.75,5000,1,3,1969,890000
4,2,8814,1,5,1975,295000
4,2.25,27345,2,5,1976,410000
3,2.5,7294,2,3,1994,308900
4,2.5,26742,1,3,1949,1.16E+06
2,2.5,6984,1,3,2006,665000
3,1.75,5500,1,5,1953,577000
3,2.5,3750,3,3,2014,959000
2,1.75,6417,1,5,1924,471000
3,2.5,7169,2,3,1990,560000
5,2.25,9887,2,3,1972,955000
7,5.5,13782,2,3,2004,1.24E+06
3,2.5,18540,1,3,1961,579000
4,2.25,7889,2,3,1978,335000
3,2.5,7887,2,3,2004,485000
3,2.5,9900,1,3,1978,552000
4,3.25,15293,2,3,2003,950000
3,2,7958,1,3,1983,203700
4,3.5,9767,2,3,1990,412000
3,2,8960,1,4,1986,237500
4,3.5,5000,2,3,2001,866800
3,1,5100,1,3,1946,425000
3,2,6833,1,3,1995,200000
3,1.75,6034,1,3,1957,280000
3,1.5,2002,2,3,1966,140000
5,2.5,10400,1,3,1973,370000
2,0.75,4000,1,3,1909,550000
2,2.5,9400,2,5,1985,1.41E+06
2,2.5,9400,2,5,1985,1.51E+06
4,1.5,8800,1,4,1961,510000
3,1,10518,1,3,1960,351000
3,1,10800,1,3,1942,210000
4,1.75,36900,1.5,5,1938,449999
3,1,7620,1,3,1954,137000
3,1,14510,1,5,1974,270000
3,2.5,100188,1,4,1981,540000
5,3,12480,1,3,2012,565000
4,1.5,3600,2.5,3,1980,940000
2,1,26329,1,4,1928,385000
3,3,7634,1,3,2001,400000
3,2,8649,1,3,1998,365000
2,1,1600,2,3,1979,353250
2,1.5,6750,1,3,1942,455000
4,3.5,234352,2,3,1991,475000
4,1.75,7455,1,4,1939,571500
2,1,3000,1,3,1915,441000
6,2.75,9500,1,4,1970,810000
3,2.25,11556,2,3,1987,550000
2,1,4000,1,3,1933,736000
3,1.75,17550,1,3,1989,375000
3,2.5,9932,2,3,1995,717500
2,1.75,11200,1,3,1951,581000
3,2,4560,2,4,1909,629000
3,4.25,35000,2,3,1997,3.80E+06
3,2,5200,1,3,1969,225000
3,2.5,6368,2,3,1993,315000
3,2.5,1386,3,3,2005,425000
3,1,11802,1,4,1932,346500
3,2.25,26500,1,4,1965,550000
3,1.75,10450,1,3,1977,565000
4,2,8000,1.5,5,1939,1.00E+06
2,2,3797,1.5,3,1922,400000
4,2,5760,2,4,1909,724950
3,1.75,16313,1,2,1973,623000
2,1,5400,1,3,1950,295000
4,3.25,7875,2,3,2006,700000
2,1.5,1229,2,3,2000,482000
3,2.5,11380,2,3,1995,770000
4,2.5,22100,1,4,1960,310000
4,2.25,8400,2,5,1965,720000
3,1,5965,1.5,4,1928,355000
4,2.5,4506,2,3,2005,512000
2,1.5,1650,3,3,1999,303000
5,2.5,9360,1,4,1968,299000
3,2.5,6263,2,3,2003,285000
3,1.75,9652,1,4,1968,680000
4,1.75,6720,1,5,1954,285000
4,2.25,17023,1,4,1977,707000
3,2,6428,1,4,1942,690000
4,2.25,40284,2,3,1983,872000
4,1.75,12750,1,3,1967,290000
4,1.75,16785,1,4,1981,425000
3,2.75,10558,1,4,1979,925000
3,1,12458,1,3,1957,340500
2,1,6600,1,4,1910,365000
3,1.75,8489,1,4,1959,725000
3,3,7410,2,5,1977,811000
3,1,9514,1,4,1969,299000
4,2,9147,1,5,1953,287500
4,2.25,13875,1,4,1938,879950
2,1,3800,1,3,1950,135900
4,2.25,16028,1,3,1976,1.23E+06
4,1.75,6480,1,5,1947,522500
4,1.5,6617,1,5,1947,399500
3,1,5960,1.5,4,1917,450000
4,1,17500,1,3,1962,218000
3,2,9285,1,3,1995,289999
2,1,4750,1,3,1903,540000
3,1,7500,1,4,1976,324950
3,2,6600,2,4,1900,718500
3,2,192099,1,4,1964,495000
6,2,8797,1,3,1977,260000
4,1.5,10000,1,4,1954,430000
3,3.25,4002,2,3,2009,402500
4,3,4408,2.5,4,1931,1.42E+06
3,2.25,9766,1,4,1987,275000
3,2.25,7652,2,3,1996,250000
3,2.75,9550,1,4,1966,665000
3,2.5,144183,1,3,1967,425000
2,1,3600,1.5,4,1925,760000
3,2.5,3076,2,3,2003,447000
3,1,8240,1,4,1967,205000
3,1.5,8850,1,4,1959,191000
2,1.75,7921,1,3,1983,350000
5,3.5,7860,2,3,2001,789888
2,1,10170,1,3,1948,443000
4,3.5,7202,2,3,2000,695000
4,2,4048,1.5,4,1906,560000
3,1.75,5000,1,4,1923,550000
2,2.5,6750,2,3,2004,850000
4,2.75,24237,1,4,1977,352750
4,2.5,9045,2,3,2001,550000
5,1,3861,1.5,3,1903,774900
3,1,8711,1,5,1944,250000
4,2.5,23623,2,3,1997,962800
3,1.75,11700,1,4,1968,299500
2,1,5220,1,3,1943,250000
5,4,493534,2,5,1975,745000
2,1,10600,1.5,3,1968,279475
3,2.25,27227,2,3,1987,450000
5,2.25,13132,1,4,1962,307700
3,1,5102,1,4,1953,665000
3,2.75,3930,2,3,1999,375000
4,2.5,11637,2,3,1990,420000
2,1,4200,1,3,1930,148000
3,1.5,4000,2,3,1919,707000
3,1,4250,1,4,1924,399000
4,2.5,115434,2,3,1989,570000
4,2.25,35025,2,3,1988,853000
3,1,14138,1,4,1943,400000
2,1.75,28593,1.5,4,1919,615000
3,1,7700,1,4,1955,463000
4,2.5,14242,1,4,1958,600000
5,2.5,8120,1,3,1970,429000
4,4.25,11780,2,3,1944,980000
6,3.75,4700,2,3,2003,359500
4,2.5,7980,2,3,1998,715000
3,1.75,6984,1,4,1980,240000
4,2,9442,1,5,1968,455000
3,2.5,167270,1,3,2000,610000
3,2.75,5735,2,3,2004,675000
3,1.75,5375,1,3,1985,283500
2,1,4500,1.5,3,1917,235000
4,2.5,12100,1,3,1977,827000
2,1,8511,1,3,1949,353000
4,2.5,11902,2,4,1993,747500
2,1,4000,1,3,1914,341000
3,1,18055,1,2,1950,182000
3,2,2781,2,3,2003,250000
4,3.5,13402,2,3,1994,655000
3,2.25,8307,1,4,1961,405000
4,1.75,9750,1,3,1975,390000
2,1,8180,1,3,1947,275400
3,2.25,5500,2,3,1989,791000
3,1.75,7700,1,3,1979,424500
3,1,7200,1,4,1950,430000
4,2.5,10631,2,4,1992,865000
2,2,7543,1,3,1962,163000
4,2.75,9085,1,5,1961,920000
5,3.25,3011,2,3,1910,1.03E+06
3,1.75,8048,1,4,1983,325000
5,2.5,4698,2,3,1998,315000
4,1,8763,1,3,1971,227000
4,1.75,7175,1.5,3,1900,179000
2,1,2676,1,3,2004,276000
4,1.5,19745,1.5,4,1968,335000
3,2,12480,1,3,1981,430000
3,2.5,4113,2,3,2004,266490
4,2.75,8197,1,3,1962,655000
3,2,3600,1,3,1939,635500
5,2.5,9583,1,3,1979,235000
3,2.5,11443,2,4,1986,885000
3,1,8400,1,4,1953,352500
3,2.5,7573,2,3,1983,450000
5,6,19897,2,3,2005,3.64E+06
3,2.25,15022,1,3,1967,1.05E+06
2,2.25,1332,3,3,1999,476000
3,2.5,13042,2,3,1990,375000
4,3.5,6829,2,3,2014,600600
4,1.75,11213,1,4,1948,567000
4,1.75,12000,1,3,1979,650000
5,2,10284,1,4,1943,190000
4,3.5,422967,1,4,1978,858000
1,1.75,4512,1,3,1937,435500
3,2,6733,1,3,1979,685000
3,2,7210,2,4,1984,252000
4,2.25,6900,2,4,1975,512500
3,2.5,7415,2,3,1965,423800
3,2.25,2225,2,4,1986,460000
3,2.75,3200,2,3,1991,434000
3,1,15900,1,3,1948,244000
3,1,8451,1.5,3,1953,348125
4,3.25,29252,2,4,1982,585000
3,1,16000,1,4,1960,230000
3,2,11250,1,4,1967,450000
5,2,5054,1,4,1970,393000
2,1,3750,1,4,1925,517000
3,1,12690,1,3,1969,400000
2,1.75,50965,2,3,1991,890000
3,1,11963,1,4,1970,205950
3,1,3954,1.5,3,1912,209000
4,1.75,6000,1,4,1947,430000
4,1.75,2750,1.5,4,1926,534000
4,3,3672,1.5,5,1916,735000
3,2.25,54450,2,3,1997,873000
